model,epochs,batch_size,latent_dims,learning_rates,fc_layers_sizes,loss,accuracy,loss_history,hr_score
improved,100,32,64,0.1,"[512, 256, 128]",105.73469543457,0.013157894834876,"[164.73794555664062, 147.3126220703125, 43.63044738769531, 86.3666000366211, 64.75308990478516, 105.73469543457031]",0.042328042328042
improved,100,32,64,0.1,"[256, 128, 64]",17.96706199646,0,"[18.49088478088379, 14.702033996582031, 16.788610458374023, 17.549755096435547, 17.96706199645996]",0.058201058201058
improved,100,32,64,0.1,"[128, 64, 32]",10.5847749710083,0,"[10.029253959655762, 10.04480266571045, 33.3714599609375, 10.5847749710083]",0.063492063492064
improved,100,32,128,0.01,"[512, 256, 128]",8.25486183166504,0,"[14.867222785949707, 12.363932609558105, 10.635449409484863, 9.64876651763916, 8.694140434265137, 8.27504825592041, 8.12292194366455, 8.111513137817383, 8.2793607711792, 8.25545597076416, 8.254861831665039]",0.031746031746032
improved,100,32,128,0.01,"[256, 128, 64]",8.87413120269775,0.013157894834876,"[11.94259262084961, 10.63924503326416, 9.643775939941406, 8.951169967651367, 8.612378120422363, 8.29217529296875, 8.002305030822754, 7.865622043609619, 7.800145149230957, 7.7953057289123535, 7.809870719909668, 7.810532569885254, 7.729576587677002, 7.666041374206543, 7.6514363288879395, 7.7853827476501465, 7.996410846710205, 7.57168436050415, 7.390399932861328, 7.381671905517578, 7.330041408538818, 7.271993637084961, 7.281172275543213, 7.671848297119141, 8.874131202697754]",0.021164021164021
improved,100,32,128,0.01,"[128, 64, 32]",8.40462017059326,0,"[9.993807792663574, 9.323104858398438, 8.789719581604004, 8.374098777770996, 8.056029319763184, 7.835567951202393, 7.704354763031006, 7.614595890045166, 7.5378828048706055, 7.483595848083496, 7.468623161315918, 7.4145894050598145, 7.389911651611328, 7.3689703941345215, 7.34031343460083, 7.2996697425842285, 7.278273582458496, 7.245661735534668, 7.216012477874756, 7.201911449432373, 7.224185943603516, 7.1656084060668945, 7.249874114990234, 7.713288307189941, 8.404620170593262]",0.021164021164021
improved,100,32,128,0.1,"[512, 256, 128]",120.260314941406,0,"[114.93302917480469, 232.1288604736328, 64.70214080810547, 269.754150390625, 96.35847473144531, 120.26031494140625]",0.068783068783069
improved,100,32,128,0.1,"[256, 128, 64]",19.8802909851074,0,"[17.112985610961914, 25.39837074279785, 18.762605667114258, 19.880290985107422]",0.052910052910053
improved,100,32,128,0.1,"[128, 64, 32]",12.3644113540649,0.013157894834876,"[10.817564010620117, 9.555377960205078, 36.09585952758789, 10.391707420349121, 12.364411354064941]",0.079365079365079
improved,100,64,16,0.01,"[512, 256, 128]",8.82942771911621,0,"[12.217231750488281, 10.768890380859375, 9.647947311401367, 8.90202808380127, 8.306314468383789, 7.90487813949585, 7.679917335510254, 7.553821563720703, 7.633152008056641, 7.486438751220703, 7.501082420349121, 7.6380615234375, 8.829427719116211]",0.042328042328042
improved,100,64,16,0.01,"[256, 128, 64]",8.41075038909912,0.013157894834876,"[10.473170280456543, 9.799802780151367, 9.240649223327637, 8.800164222717285, 8.474352836608887, 8.083157539367676, 7.806203842163086, 7.630671501159668, 7.4995341300964355, 7.404231071472168, 7.4010539054870605, 7.769387722015381, 8.561254501342773, 8.410750389099121]",0.047619047619048
improved,100,64,16,0.01,"[128, 64, 32]",8.39170169830322,0.013157894834876,"[9.316502571105957, 8.982100486755371, 8.692085266113281, 8.430290222167969, 8.233156204223633, 8.142207145690918, 8.050699234008789, 7.842184543609619, 7.652968406677246, 7.513091087341309, 7.412705421447754, 7.3480634689331055, 7.341028213500977, 7.469318389892578, 7.850943088531494, 8.391701698303223]",0.037037037037037
improved,100,64,16,0.1,"[512, 256, 128]",58.859733581543,0,"[69.8982162475586, 93.01117706298828, 29.601896286010742, 29.248037338256836, 51.50649642944336, 38.85736083984375, 58.85973358154297]",0.047619047619048
improved,100,64,16,0.1,"[256, 128, 64]",14.4623575210571,0,"[26.497095108032227, 11.697685241699219, 12.289091110229492, 13.600226402282715, 14.462357521057129]",0.058201058201058
improved,100,64,16,0.1,"[128, 64, 32]",8.42381381988525,0,"[8.04269790649414, 7.898501873016357, 12.008662223815918, 8.39206314086914, 8.423813819885254]",0.015873015873016
improved,100,64,32,0.01,"[512, 256, 128]",9.7224702835083,0.013157894834876,"[12.934426307678223, 11.312785148620605, 10.01107406616211, 9.072083473205566, 8.477663040161133, 8.01887035369873, 7.772719383239746, 7.651156902313232, 7.66416597366333, 7.622211456298828, 7.6537652015686035, 8.137138366699219, 9.7224702835083]",0.031746031746032
improved,100,64,32,0.01,"[256, 128, 64]",8.31643390655518,0,"[10.971447944641113, 10.165901184082031, 9.543323516845703, 9.0708646774292, 8.603487014770508, 8.236126899719238, 7.943157196044922, 7.737323760986328, 7.616086483001709, 7.543097972869873, 7.637890338897705, 8.128836631774902, 8.316433906555176]",0.021164021164021
improved,100,64,32,0.01,"[128, 64, 32]",8.62415790557861,0,"[9.629063606262207, 9.175191879272461, 8.784834861755371, 8.468147277832031, 8.18819522857666, 7.9981489181518555, 7.818894386291504, 7.679930210113525, 7.560781478881836, 7.454357624053955, 7.3650312423706055, 7.335262298583984, 7.453719139099121, 7.9807891845703125, 8.624157905578613]",0.021164021164021
improved,100,64,32,0.1,"[512, 256, 128]",53.5720176696777,0,"[62.8963623046875, 106.42448425292969, 49.333099365234375, 77.84544372558594, 55.80640411376953, 53.572017669677734]",0.037037037037037
improved,100,64,32,0.1,"[256, 128, 64]",26.2671184539795,0,"[18.794191360473633, 11.703660011291504, 56.2001953125, 15.017335891723633, 26.267118453979492]",0.052910052910053
improved,100,64,32,0.1,"[128, 64, 32]",9.42544555664063,0,"[9.592617988586426, 8.618979454040527, 17.524471282958984, 9.345422744750977, 9.425445556640625]",0.047619047619048
improved,100,64,64,0.01,"[512, 256, 128]",7.98526000976563,0,"[13.897146224975586, 11.874361991882324, 10.440284729003906, 9.273351669311523, 8.533074378967285, 8.078723907470703, 7.830628871917725, 7.821160793304443, 8.172501564025879, 7.815596580505371, 7.849428653717041, 7.8535895347595215, 7.985260009765625]",0.015873015873016
improved,100,64,64,0.01,"[256, 128, 64]",8.57855415344238,0.013157894834876,"[11.574572563171387, 10.546107292175293, 9.6931791305542, 9.078916549682617, 8.636405944824219, 8.20323371887207, 7.9052205085754395, 7.6930646896362305, 7.5693440437316895, 7.5413289070129395, 7.8642048835754395, 8.836477279663086, 8.578554153442383]",0.031746031746032
improved,100,64,64,0.01,"[128, 64, 32]",8.53977680206299,0.013157894834876,"[9.859237670898438, 9.334725379943848, 8.889047622680664, 8.502044677734375, 8.194404602050781, 8.017960548400879, 7.8745245933532715, 7.678722381591797, 7.540086269378662, 7.44192361831665, 7.386013507843018, 7.380903720855713, 7.53102445602417, 7.988931655883789, 8.539776802062988]",0.037037037037037
improved,100,64,64,0.1,"[512, 256, 128]",89.5466766357422,0.013157894834876,"[138.4732666015625, 237.44973754882812, 55.08498764038086, 137.90072631835938, 67.30323791503906, 89.54667663574219]",0.026455026455027
improved,100,64,64,0.1,"[256, 128, 64]",20.3279209136963,0.013157894834876,"[18.95654296875, 19.142436981201172, 17.029043197631836, 18.300613403320312, 32.198768615722656, 20.32792091369629]",0.052910052910053
improved,100,64,64,0.1,"[128, 64, 32]",9.23871517181397,0,"[9.022123336791992, 9.040694236755371, 11.649645805358887, 9.238715171813965]",0.042328042328042
improved,100,64,128,0.01,"[512, 256, 128]",8.33334445953369,0.013157894834876,"[14.841552734375, 12.343581199645996, 10.803460121154785, 9.291911125183105, 8.55047607421875, 8.178940773010254, 8.015068054199219, 7.9669036865234375, 8.057466506958008, 8.142498970031738, 8.333344459533691]",0.015873015873016
improved,100,64,128,0.01,"[256, 128, 64]",9.65499210357666,0.013157894834876,"[11.941490173339844, 10.608366012573242, 9.572300910949707, 8.800578117370605, 8.382972717285156, 8.33555793762207, 7.9700927734375, 7.722982406616211, 7.689992904663086, 7.687317848205566, 7.659357070922852, 7.7240071296691895, 8.363659858703613, 9.65499210357666]",0.021164021164021
improved,100,64,128,0.01,"[128, 64, 32]",9.05853462219238,0.013157894834876,"[9.973023414611816, 9.299250602722168, 8.767348289489746, 8.341034889221191, 8.046463966369629, 8.006488800048828, 7.836797714233398, 7.640535831451416, 7.531846046447754, 7.481316089630127, 7.448164463043213, 7.4355998039245605, 7.577282428741455, 8.246835708618164, 9.058534622192383]",0.037037037037037
improved,100,64,128,0.1,"[512, 256, 128]",112.458557128906,0.013157894834876,"[60.001529693603516, 160.9019317626953, 57.07685470581055, 682.7822875976562, 79.99966430664062, 112.45855712890625]",0.031746031746032
improved,100,64,128,0.1,"[256, 128, 64]",26.6110916137695,0,"[22.017169952392578, 31.513376235961914, 24.326147079467773, 26.61109161376953]",0.005291005291005
improved,100,64,128,0.1,"[128, 64, 32]",14.9131774902344,0,"[10.911581039428711, 9.45801830291748, 20.392436981201172, 10.395281791687012, 14.913177490234375]",0.015873015873016
improved,100,128,16,0.01,"[512, 256, 128]",8.37308597564697,0,"[12.162336349487305, 10.71445083618164, 9.660240173339844, 8.84231185913086, 8.222352027893066, 7.871857643127441, 7.620159149169922, 8.34160041809082, 8.778907775878906, 8.373085975646973]",0.026455026455027
improved,100,128,16,0.01,"[256, 128, 64]",8.50760650634766,0,"[10.42951774597168, 9.746777534484863, 9.152956008911133, 8.867530822753906, 8.405051231384277, 8.021811485290527, 7.832457542419434, 7.827317237854004, 8.135263442993164, 8.67542839050293, 8.507606506347656]",0.026455026455027
improved,100,128,16,0.01,"[128, 64, 32]",8.43178462982178,0,"[9.322660446166992, 8.993401527404785, 8.688852310180664, 8.412099838256836, 8.204374313354492, 8.117820739746094, 8.297749519348145, 8.482572555541992, 8.431784629821777]",0.037037037037037
improved,100,128,16,0.1,"[512, 256, 128]",40.240779876709,0,"[83.14842224121094, 60.87888717651367, 29.975704193115234, 30.361576080322266, 36.373226165771484, 40.240779876708984]",0.021164021164021
